kp_brake,pre_mean_mps,pre_std_mps,first_band_entry_ms,confirmed_reach_ms,real_reach_ms,reach_error_ms,min_speed_mps,final_speed_mps,undershoot_below_band_mps,longest_band_samples,score
0.8,0.6718650455757562,0.02777431532050729,500.0,500.0,560.0,-60.0,0.43080868736108513,0.46075415611272785,0.04519131263891485,5,195.57393791674454
1.0,0.6718650455757562,0.02777431532050729,500.0,nan,560.0,nan,0.4293975356243993,0.46072626116751314,0.04660246437560067,4,100139.8073931268
1.2,0.6718650455757562,0.02777431532050729,500.0,nan,560.0,nan,0.42813987772304973,0.4606420994452036,0.047860122276950245,4,100143.58036683085
1.4,0.6718650455757562,0.02777431532050729,500.0,nan,560.0,nan,0.42691397718834817,0.46055884372692324,0.04908602281165181,4,100147.25806843495
1.6,0.6718650455757562,0.02777431532050729,500.0,nan,560.0,nan,0.42573456827828676,0.4604781152522978,0.050265431721713216,4,100150.79629516514
