config,phase,elapsed_s,sim_frame,speed_cmd_mps,speed_mps,throttle,brake,gear,speed_error_mps,speed_error_integral,throttle_ff
A_RESET_CURRENT,decel,0.48,2515745,0.5,0.5427298553374977,0.0,0.04287094250321388,1,-0.05358867687333824,0.0,0.515
A_RESET_CURRENT,decel,0.5,2515746,0.5,0.5319993985419097,0.0,0.03418388590216637,1,-0.042729855337497735,0.0,0.515
A_RESET_CURRENT,decel,0.52,2515747,0.5,0.521400644369888,0.0,0.025599518790841103,1,-0.031999398541909696,0.0,0.515
A_RESET_CURRENT,decel,0.54,2515748,0.5,0.5109460859163157,0.4967152774333954,0.0,1,-0.021400644369887978,-0.00042801288739775957,0.515
A_RESET_CURRENT,decel,0.56,2515749,0.5,0.5009880103573205,0.5055534839630127,0.0,1,-0.01094608591631574,-0.0006469346057240744,0.515
A_RESET_CURRENT,decel,0.58,2515750,0.5,0.48758483240865996,0.5140135288238525,0.0,1,-0.0009880103573205457,-0.0006666948128704852,0.515
A_RESET_CURRENT,decel,0.6,2515751,0.5,0.4763039605395041,0.5254608392715454,0.0,1,0.012415167591340037,-0.0004183914610436845,0.515
A_RESET_CURRENT,decel,0.62,2515752,0.5,0.46671032999580897,0.535153865814209,0.0,1,0.02369603946049592,5.552932816623395e-05,0.515
A_RESET_CURRENT,decel,0.64,2515753,0.5,0.4586895471513519,0.5434548854827881,0.0,1,0.03328967000419103,0.0007213227282500546,0.515
A_RESET_CURRENT,decel,0.66,2515754,0.5,0.452064514522177,0.550454318523407,0.0,1,0.041310452848648094,0.0015475317852230164,0.515
